trip_id, arrival_time, departure_time, stop_id, stop_sequence
T1_217, 08:31:00, 08:31:00, 16, 2
T1_217, 08:32:00, 08:32:00, 14, 3
T1_217, 08:34:00, 08:34:00, 12, 4
T1_217, 08:35:00, 08:35:00, 11, 5
T1_217, 08:36:00, 08:36:00, 9, 6
T1_217, 08:38:00, 08:38:00, 8, 7
T1_217, 08:39:00, 08:39:00, 7, 8
T1_217, 08:41:00, 08:41:00, 4, 9
T1_217, 08:42:00, 08:42:00, 1, 10
T1_217, 08:44:00, 08:44:00, 28, 11
T1_217, 08:45:00, 08:45:00, 27, 12
T1_217, 08:46:00, 08:46:00, 26, 13
T1_217, 08:48:00, 08:48:00, 24, 14
T1_217, 08:48:00, 08:48:00, 18, 15
T1_217, 08:50:00, 08:50:00, 19, 16
T1_218, 08:40:00, 08:40:00, 19, 1
T1_218, 08:41:00, 08:41:00, 16, 2
T1_218, 08:42:00, 08:42:00, 14, 3
T1_218, 08:44:00, 08:44:00, 12, 4
T1_218, 08:45:00, 08:45:00, 11, 5
T1_218, 08:46:00, 08:46:00, 9, 6
T1_218, 08:48:00, 08:48:00, 8, 7
T1_218, 08:49:00, 08:49:00, 7, 8
T1_218, 08:51:00, 08:51:00, 4, 9
T1_218, 08:52:00, 08:52:00, 1, 10
T1_218, 08:54:00, 08:54:00, 28, 11
T1_218, 08:55:00, 08:55:00, 27, 12
T1_218, 08:56:00, 08:56:00, 26, 13
T1_218, 08:58:00, 08:58:00, 24, 14
T1_218, 08:58:00, 08:58:00, 18, 15
T1_218, 09:00:00, 09:00:00, 19, 16
T1_219, 08:50:00, 08:50:00, 19, 1
T1_219, 08:51:00, 08:51:00, 16, 2
T1_219, 08:52:00, 08:52:00, 14, 3
T1_219, 08:54:00, 08:54:00, 12, 4
T1_219, 08:55:00, 08:55:00, 11, 5
T1_219, 08:56:00, 08:56:00, 9, 6
T1_219, 08:58:00, 08:58:00, 8, 7
T1_219, 08:59:00, 08:59:00, 7, 8
T1_219, 09:01:00, 09:01:00, 4, 9
T1_219, 09:02:00, 09:02:00, 1, 10
T1_219, 09:04:00, 09:04:00, 28, 11
T1_219, 09:05:00, 09:05:00, 27, 12
T1_219, 09:06:00, 09:06:00, 26, 13
T1_219, 09:08:00, 09:08:00, 24, 14
T1_219, 09:08:00, 09:08:00, 18, 15
T1_219, 09:10:00, 09:10:00, 19, 16
T1_220, 09:00:00, 09:00:00, 19, 1
T1_220, 09:01:00, 09:01:00, 16, 2
T1_220, 09:02:00, 09:02:00, 14, 3
T1_220, 09:04:00, 09:04:00, 12, 4
T1_220, 09:05:00, 09:05:00, 11, 5
T1_220, 09:06:00, 09:06:00, 9, 6
T1_220, 09:08:00, 09:08:00, 8, 7
T1_220, 09:09:00, 09:09:00, 7, 8
T1_220, 09:11:00, 09:11:00, 4, 9
T1_220, 09:12:00, 09:12:00, 1, 10
T1_220, 09:14:00, 09:14:00, 28, 11
T1_220, 09:15:00, 09:15:00, 27, 12
T1_220, 09:16:00, 09:16:00, 26, 13
T1_220, 09:18:00, 09:18:00, 24, 14
T1_220, 09:18:00, 09:18:00, 18, 15
T1_220, 09:20:00, 09:20:00, 19, 16
T1_221, 09:10:00, 09:10:00, 19, 1
T1_221, 09:11:00, 09:11:00, 16, 2
T1_221, 09:12:00, 09:12:00, 14, 3
T1_221, 09:14:00, 09:14:00, 12, 4
T1_221, 09:15:00, 09:15:00, 11, 5
T1_221, 09:16:00, 09:16:00, 9, 6
T1_221, 09:18:00, 09:18:00, 8, 7
T1_221, 09:19:00, 09:19:00, 7, 8
T1_221, 09:21:00, 09:21:00, 4, 9
T1_221, 09:22:00, 09:22:00, 1, 10
T1_221, 09:24:00, 09:24:00, 28, 11
T1_221, 09:25:00, 09:25:00, 27, 12
T1_221, 09:26:00, 09:26:00, 26, 13
T1_221, 09:28:00, 09:28:00, 24, 14
T1_221, 09:28:00, 09:28:00, 18, 15
T1_221, 09:30:00, 09:30:00, 19, 16
T1_222, 09:20:00, 09:20:00, 19, 1
T1_222, 09:21:00, 09:21:00, 16, 2
T1_222, 09:22:00, 09:22:00, 14, 3
T1_222, 09:24:00, 09:24:00, 12, 4
T1_222, 09:25:00, 09:25:00, 11, 5
T1_222, 09:26:00, 09:26:00, 9, 6
T1_222, 09:28:00, 09:28:00, 8, 7
T1_222, 09:29:00, 09:29:00, 7, 8
T1_222, 09:31:00, 09:31:00, 4, 9
T1_222, 09:32:00, 09:32:00, 1, 10
T1_222, 09:34:00, 09:34:00, 28, 11
T1_222, 09:35:00, 09:35:00, 27, 12
T1_222, 09:36:00, 09:36:00, 26, 13
T1_222, 09:38:00, 09:38:00, 24, 14
T1_222, 09:38:00, 09:38:00, 18, 15
T1_222, 09:40:00, 09:40:00, 19, 16
T1_223, 09:30:00, 09:30:00, 19, 1
T1_223, 09:31:00, 09:31:00, 16, 2
T1_223, 09:32:00, 09:32:00, 14, 3
T1_223, 09:34:00, 09:34:00, 12, 4
T1_223, 09:35:00, 09:35:00, 11, 5
T1_223, 09:36:00, 09:36:00, 9, 6
T1_223, 09:38:00, 09:38:00, 8, 7
T1_223, 09:39:00, 09:39:00, 7, 8
T1_223, 09:41:00, 09:41:00, 4, 9
T1_223, 09:42:00, 09:42:00, 1, 10
T1_223, 09:44:00, 09:44:00, 28, 11
T1_223, 09:45:00, 09:45:00, 27, 12
T1_223, 09:46:00, 09:46:00, 26, 13
T1_223, 09:48:00, 09:48:00, 24, 14
T1_223, 09:48:00, 09:48:00, 18, 15
T1_223, 09:50:00, 09:50:00, 19, 16
T1_224, 09:40:00, 09:40:00, 19, 1
T1_224, 09:41:00, 09:41:00, 16, 2
T1_224, 09:42:00, 09:42:00, 14, 3
T1_224, 09:44:00, 09:44:00, 12, 4
T1_224, 09:45:00, 09:45:00, 11, 5
T1_224, 09:46:00, 09:46:00, 9, 6
T1_224, 09:48:00, 09:48:00, 8, 7
T1_224, 09:49:00, 09:49:00, 7, 8
T1_224, 09:51:00, 09:51:00, 4, 9
T1_224, 09:52:00, 09:52:00, 1, 10
T1_224, 09:54:00, 09:54:00, 28, 11
T1_224, 09:55:00, 09:55:00, 27, 12
T1_224, 09:56:00, 09:56:00, 26, 13
T1_224, 09:58:00, 09:58:00, 24, 14
T1_224, 09:58:00, 09:58:00, 18, 15
T1_224, 10:00:00, 10:00:00, 19, 16
T1_225, 09:50:00, 09:50:00, 19, 1
T1_225, 09:51:00, 09:51:00, 16, 2
T1_225, 09:52:00, 09:52:00, 14, 3
T1_225, 09:54:00, 09:54:00, 12, 4
T1_225, 09:55:00, 09:55:00, 11, 5
T1_225, 09:56:00, 09:56:00, 9, 6
T1_225, 09:58:00, 09:58:00, 8, 7
T1_225, 09:59:00, 09:59:00, 7, 8
T1_225, 10:01:00, 10:01:00, 4, 9
T1_225, 10:02:00, 10:02:00, 1, 10
T1_225, 10:04:00, 10:04:00, 28, 11
T1_225, 10:05:00, 10:05:00, 27, 12
T1_225, 10:06:00, 10:06:00, 26, 13
T1_225, 10:08:00, 10:08:00, 24, 14
T1_225, 10:08:00, 10:08:00, 18, 15
T1_225, 10:10:00, 10:10:00, 19, 16
T1_226, 10:00:00, 10:00:00, 19, 1
T1_226, 10:01:00, 10:01:00, 16, 2
T1_226, 10:02:00, 10:02:00, 14, 3
T1_226, 10:04:00, 10:04:00, 12, 4
T1_226, 10:05:00, 10:05:00, 11, 5
T1_226, 10:06:00, 10:06:00, 9, 6
T1_226, 10:08:00, 10:08:00, 8, 7
T1_226, 10:09:00, 10:09:00, 7, 8
T1_226, 10:11:00, 10:11:00, 4, 9
T1_226, 10:12:00, 10:12:00, 1, 10
T1_226, 10:14:00, 10:14:00, 28, 11
T1_226, 10:15:00, 10:15:00, 27, 12
T1_226, 10:16:00, 10:16:00, 26, 13
T1_226, 10:18:00, 10:18:00, 24, 14
T1_226, 10:18:00, 10:18:00, 18, 15
T1_226, 10:20:00, 10:20:00, 19, 16
T1_227, 10:10:00, 10:10:00, 19, 1
T1_227, 10:11:00, 10:11:00, 16, 2
T1_227, 10:12:00, 10:12:00, 14, 3
T1_227, 10:14:00, 10:14:00, 12, 4
T1_227, 10:15:00, 10:15:00, 11, 5
T1_227, 10:16:00, 10:16:00, 9, 6
T1_227, 10:18:00, 10:18:00, 8, 7
T1_227, 10:19:00, 10:19:00, 7, 8
T1_227, 10:21:00, 10:21:00, 4, 9
T1_227, 10:22:00, 10:22:00, 1, 10
T1_227, 10:24:00, 10:24:00, 28, 11
T1_227, 10:25:00, 10:25:00, 27, 12
T1_227, 10:26:00, 10:26:00, 26, 13
T1_227, 10:28:00, 10:28:00, 24, 14
T1_227, 10:28:00, 10:28:00, 18, 15
T1_227, 10:30:00, 10:30:00, 19, 16
T1_228, 10:20:00, 10:20:00, 19, 1
T1_228, 10:21:00, 10:21:00, 16, 2
T1_228, 10:22:00, 10:22:00, 14, 3
T1_228, 10:24:00, 10:24:00, 12, 4
T1_228, 10:25:00, 10:25:00, 11, 5
T1_228, 10:26:00, 10:26:00, 9, 6
T1_228, 10:28:00, 10:28:00, 8, 7
T1_228, 10:29:00, 10:29:00, 7, 8
T1_228, 10:31:00, 10:31:00, 4, 9
T1_228, 10:32:00, 10:32:00, 1, 10
T1_228, 10:34:00, 10:34:00, 28, 11
T1_228, 10:35:00, 10:35:00, 27, 12
T1_228, 10:36:00, 10:36:00, 26, 13
T1_228, 10:38:00, 10:38:00, 24, 14
T1_228, 10:38:00, 10:38:00, 18, 15
T1_228, 10:40:00, 10:40:00, 19, 16
T1_229, 10:30:00, 10:30:00, 19, 1
T1_229, 10:31:00, 10:31:00, 16, 2
T1_229, 10:32:00, 10:32:00, 14, 3
T1_229, 10:34:00, 10:34:00, 12, 4
T1_229, 10:35:00, 10:35:00, 11, 5
T1_229, 10:36:00, 10:36:00, 9, 6
T1_229, 10:38:00, 10:38:00, 8, 7
T1_229, 10:39:00, 10:39:00, 7, 8
T1_229, 10:41:00, 10:41:00, 4, 9
T1_229, 10:42:00, 10:42:00, 1, 10
T1_229, 10:44:00, 10:44:00, 28, 11
T1_229, 10:45:00, 10:45:00, 27, 12
T1_229, 10:46:00, 10:46:00, 26, 13
T1_229, 10:48:00, 10:48:00, 24, 14
T1_229, 10:48:00, 10:48:00, 18, 15
T1_229, 10:50:00, 10:50:00, 19, 16
T1_230, 10:40:00, 10:40:00, 19, 1
T1_230, 10:41:00, 10:41:00, 16, 2
T1_230, 10:42:00, 10:42:00, 14, 3
T1_230, 10:44:00, 10:44:00, 12, 4
T1_230, 10:45:00, 10:45:00, 11, 5
T1_230, 10:46:00, 10:46:00, 9, 6
T1_230, 10:48:00, 10:48:00, 8, 7
T1_230, 10:49:00, 10:49:00, 7, 8
T1_230, 10:51:00, 10:51:00, 4, 9
T1_230, 10:52:00, 10:52:00, 1, 10
T1_230, 10:54:00, 10:54:00, 28, 11
T1_230, 10:55:00, 10:55:00, 27, 12
T1_230, 10:56:00, 10:56:00, 26, 13
T1_230, 10:58:00, 10:58:00, 24, 14
T1_230, 10:58:00, 10:58:00, 18, 15
T1_230, 11:00:00, 11:00:00, 19, 16
T1_231, 10:50:00, 10:50:00, 19, 1
T1_231, 10:51:00, 10:51:00, 16, 2
T1_231, 10:52:00, 10:52:00, 14, 3
T1_231, 10:54:00, 10:54:00, 12, 4
T1_231, 10:55:00, 10:55:00, 11, 5
T1_231, 10:56:00, 10:56:00, 9, 6
T1_231, 10:58:00, 10:58:00, 8, 7
T1_231, 10:59:00, 10:59:00, 7, 8
T1_231, 11:01:00, 11:01:00, 4, 9
T1_231, 11:02:00, 11:02:00, 1, 10
T1_231, 11:04:00, 11:04:00, 28, 11
T1_231, 11:05:00, 11:05:00, 27, 12
T1_231, 11:06:00, 11:06:00, 26, 13
T1_231, 11:08:00, 11:08:00, 24, 14
T1_231, 11:08:00, 11:08:00, 18, 15
T1_231, 11:10:00, 11:10:00, 19, 16
T1_232, 11:00:00, 11:00:00, 19, 1
T1_232, 11:01:00, 11:01:00, 16, 2
T1_232, 11:02:00, 11:02:00, 14, 3
T1_232, 11:04:00, 11:04:00, 12, 4
T1_232, 11:05:00, 11:05:00, 11, 5
T1_232, 11:06:00, 11:06:00, 9, 6
T1_232, 11:08:00, 11:08:00, 8, 7
T1_232, 11:09:00, 11:09:00, 7, 8
T1_232, 11:11:00, 11:11:00, 4, 9
T1_232, 11:12:00, 11:12:00, 1, 10
T1_232, 11:14:00, 11:14:00, 28, 11
T1_232, 11:15:00, 11:15:00, 27, 12
T1_232, 11:16:00, 11:16:00, 26, 13
T1_232, 11:18:00, 11:18:00, 24, 14
T1_232, 11:18:00, 11:18:00, 18, 15
T1_232, 11:20:00, 11:20:00, 19, 16
T1_233, 11:10:00, 11:10:00, 19, 1
T1_233, 11:11:00, 11:11:00, 16, 2
T1_233, 11:12:00, 11:12:00, 14, 3
T1_233, 11:14:00, 11:14:00, 12, 4
T1_233, 11:15:00, 11:15:00, 11, 5
T1_233, 11:16:00, 11:16:00, 9, 6
T1_233, 11:18:00, 11:18:00, 8, 7
T1_233, 11:19:00, 11:19:00, 7, 8
T1_233, 11:21:00, 11:21:00, 4, 9
T1_233, 11:22:00, 11:22:00, 1, 10
T1_233, 11:24:00, 11:24:00, 28, 11
T1_233, 11:25:00, 11:25:00, 27, 12
T1_233, 11:26:00, 11:26:00, 26, 13
T1_233, 11:28:00, 11:28:00, 24, 14
T1_233, 11:28:00, 11:28:00, 18, 15
T1_233, 11:30:00, 11:30:00, 19, 16
T1_234, 11:20:00, 11:20:00, 19, 1
T1_234, 11:21:00, 11:21:00, 16, 2
T1_234, 11:22:00, 11:22:00, 14, 3
T1_234, 11:24:00, 11:24:00, 12, 4
T1_234, 11:25:00, 11:25:00, 11, 5
T1_234, 11:26:00, 11:26:00, 9, 6
T1_234, 11:28:00, 11:28:00, 8, 7
T1_234, 11:29:00, 11:29:00, 7, 8
T1_234, 11:31:00, 11:31:00, 4, 9
T1_234, 11:32:00, 11:32:00, 1, 10
T1_234, 11:34:00, 11:34:00, 28, 11
T1_234, 11:35:00, 11:35:00, 27, 12
T1_234, 11:36:00, 11:36:00, 26, 13
T1_234, 11:38:00, 11:38:00, 24, 14
T1_234, 11:38:00, 11:38:00, 18, 15
T1_234, 11:40:00, 11:40:00, 19, 16
T1_235, 11:25:00, 11:25:00, 19, 1
T1_235, 11:26:00, 11:26:00, 16, 2
T1_235, 11:27:00, 11:27:00, 14, 3
T1_235, 11:29:00, 11:29:00, 12, 4
T1_235, 11:30:00, 11:30:00, 11, 5
T1_235, 11:31:00, 11:31:00, 9, 6
T1_235, 11:33:00, 11:33:00, 8, 7
T1_235, 11:34:00, 11:34:00, 7, 8
T1_235, 11:36:00, 11:36:00, 4, 9
T1_235, 11:37:00, 11:37:00, 1, 10
T1_235, 11:39:00, 11:39:00, 28, 11
T1_235, 11:40:00, 11:40:00, 27, 12
T1_235, 11:41:00, 11:41:00, 26, 13
T1_235, 11:43:00, 11:43:00, 24, 14
T1_235, 11:43:00, 11:43:00, 18, 15
T1_235, 11:45:00, 11:45:00, 19, 16
T1_236, 11:35:00, 11:35:00, 19, 1
T1_236, 11:36:00, 11:36:00, 16, 2
T1_236, 11:37:00, 11:37:00, 14, 3
T1_236, 11:39:00, 11:39:00, 12, 4
T1_236, 11:40:00, 11:40:00, 11, 5
T1_236, 11:41:00, 11:41:00, 9, 6
T1_236, 11:43:00, 11:43:00, 8, 7
T1_236, 11:44:00, 11:44:00, 7, 8
T1_236, 11:46:00, 11:46:00, 4, 9
T1_236, 11:47:00, 11:47:00, 1, 10
T1_236, 11:49:00, 11:49:00, 28, 11
T1_236, 11:50:00, 11:50:00, 27, 12
T1_236, 11:51:00, 11:51:00, 26, 13
T1_236, 11:53:00, 11:53:00, 24, 14
T1_236, 11:53:00, 11:53:00, 18, 15
T1_236, 11:55:00, 11:55:00, 19, 16
T1_237, 11:40:00, 11:40:00, 19, 1
T1_237, 11:41:00, 11:41:00, 16, 2
T1_237, 11:42:00, 11:42:00, 14, 3
T1_237, 11:44:00, 11:44:00, 12, 4
T1_237, 11:45:00, 11:45:00, 11, 5
T1_237, 11:46:00, 11:46:00, 9, 6
T1_237, 11:48:00, 11:48:00, 8, 7
T1_237, 11:49:00, 11:49:00, 7, 8
T1_237, 11:51:00, 11:51:00, 4, 9
T1_237, 11:52:00, 11:52:00, 1, 10
T1_237, 11:54:00, 11:54:00, 28, 11
T1_237, 11:55:00, 11:55:00, 27, 12
T1_237, 11:56:00, 11:56:00, 26, 13
T1_237, 11:58:00, 11:58:00, 24, 14
T1_237, 11:58:00, 11:58:00, 18, 15
T1_237, 12:00:00, 12:00:00, 19, 16
T1_238, 11:45:00, 11:45:00, 19, 1
T1_238, 11:46:00, 11:46:00, 16, 2
T1_238, 11:47:00, 11:47:00, 14, 3
T1_238, 11:49:00, 11:49:00, 12, 4
T1_238, 11:50:00, 11:50:00, 11, 5
T1_238, 11:51:00, 11:51:00, 9, 6
T1_238, 11:53:00, 11:53:00, 8, 7
T1_238, 11:54:00, 11:54:00, 7, 8
T1_238, 11:56:00, 11:56:00, 4, 9
T1_238, 11:57:00, 11:57:00, 1, 10
T1_238, 11:59:00, 11:59:00, 28, 11
T1_238, 12:00:00, 12:00:00, 27, 12
T1_238, 12:01:00, 12:01:00, 26, 13
T1_238, 12:03:00, 12:03:00, 24, 14
T1_238, 12:03:00, 12:03:00, 18, 15
T1_238, 12:05:00, 12:05:00, 19, 16
T1_239, 12:00:00, 12:00:00, 19, 1
T1_239, 12:01:00, 12:01:00, 16, 2
T1_239, 12:02:00, 12:02:00, 14, 3
T1_239, 12:04:00, 12:04:00, 12, 4
T1_239, 12:05:00, 12:05:00, 11, 5
T1_239, 12:06:00, 12:06:00, 9, 6
T1_239, 12:08:00, 12:08:00, 8, 7
T1_239, 12:09:00, 12:09:00, 7, 8
T1_239, 12:11:00, 12:11:00, 4, 9
T1_239, 12:12:00, 12:12:00, 1, 10
T1_239, 12:14:00, 12:14:00, 28, 11
T1_239, 12:15:00, 12:15:00, 27, 12
T1_239, 12:16:00, 12:16:00, 26, 13
T1_239, 12:18:00, 12:18:00, 24, 14
T1_239, 12:18:00, 12:18:00, 18, 15
T1_239, 12:20:00, 12:20:00, 19, 16
T1_240, 12:10:00, 12:10:00, 19, 1
T1_240, 12:11:00, 12:11:00, 16, 2
T1_240, 12:12:00, 12:12:00, 14, 3
T1_240, 12:14:00, 12:14:00, 12, 4
T1_240, 12:15:00, 12:15:00, 11, 5
T1_240, 12:16:00, 12:16:00, 9, 6
T1_240, 12:18:00, 12:18:00, 8, 7
T1_240, 12:19:00, 12:19:00, 7, 8
T1_240, 12:21:00, 12:21:00, 4, 9
T1_240, 12:22:00, 12:22:00, 1, 10
T1_240, 12:24:00, 12:24:00, 28, 11
T1_240, 12:25:00, 12:25:00, 27, 12
T1_240, 12:26:00, 12:26:00, 26, 13
T1_240, 12:28:00, 12:28:00, 24, 14
T1_240, 12:28:00, 12:28:00, 18, 15
T1_240, 12:30:00, 12:30:00, 19, 16
T1_241, 12:20:00, 12:20:00, 19, 1
T1_241, 12:21:00, 12:21:00, 16, 2
T1_241, 12:22:00, 12:22:00, 14, 3
T1_241, 12:24:00, 12:24:00, 12, 4
T1_241, 12:25:00, 12:25:00, 11, 5
T1_241, 12:26:00, 12:26:00, 9, 6
T1_241, 12:28:00, 12:28:00, 8, 7
T1_241, 12:29:00, 12:29:00, 7, 8
T1_241, 12:31:00, 12:31:00, 4, 9
T1_241, 12:32:00, 12:32:00, 1, 10
T1_241, 12:34:00, 12:34:00, 28, 11
T1_241, 12:35:00, 12:35:00, 27, 12
T1_241, 12:36:00, 12:36:00, 26, 13
T1_241, 12:38:00, 12:38:00, 24, 14
T1_241, 12:38:00, 12:38:00, 18, 15
T1_241, 12:40:00, 12:40:00, 19, 16
T1_242, 12:30:00, 12:30:00, 19, 1
T1_242, 12:31:00, 12:31:00, 16, 2
T1_242, 12:32:00, 12:32:00, 14, 3
T1_242, 12:34:00, 12:34:00, 12, 4
T1_242, 12:35:00, 12:35:00, 11, 5
T1_242, 12:36:00, 12:36:00, 9, 6
T1_242, 12:38:00, 12:38:00, 8, 7
T1_242, 12:39:00, 12:39:00, 7, 8
T1_242, 12:41:00, 12:41:00, 4, 9
T1_242, 12:42:00, 12:42:00, 1, 10
T1_242, 12:44:00, 12:44:00, 28, 11
T1_242, 12:45:00, 12:45:00, 27, 12
T1_242, 12:46:00, 12:46:00, 26, 13
T1_242, 12:48:00, 12:48:00, 24, 14
T1_242, 12:48:00, 12:48:00, 18, 15
T1_242, 12:50:00, 12:50:00, 19, 16
T1_243, 12:40:00, 12:40:00, 19, 1
T1_243, 12:41:00, 12:41:00, 16, 2
T1_243, 12:42:00, 12:42:00, 14, 3
T1_243, 12:44:00, 12:44:00, 12, 4
T1_243, 12:45:00, 12:45:00, 11, 5
T1_243, 12:46:00, 12:46:00, 9, 6
T1_243, 12:48:00, 12:48:00, 8, 7
T1_243, 12:49:00, 12:49:00, 7, 8
T1_243, 12:51:00, 12:51:00, 4, 9
T1_243, 12:52:00, 12:52:00, 1, 10
T1_243, 12:54:00, 12:54:00, 28, 11
T1_243, 12:55:00, 12:55:00, 27, 12
T1_243, 12:56:00, 12:56:00, 26, 13
T1_243, 12:58:00, 12:58:00, 24, 14
T1_243, 12:58:00, 12:58:00, 18, 15
T1_243, 13:00:00, 13:00:00, 19, 16
T1_244, 12:50:00, 12:50:00, 19, 1
T1_244, 12:51:00, 12:51:00, 16, 2
T1_244, 12:52:00, 12:52:00, 14, 3
T1_244, 12:54:00, 12:54:00, 12, 4
T1_244, 12:55:00, 12:55:00, 11, 5
T1_244, 12:56:00, 12:56:00, 9, 6
T1_244, 12:58:00, 12:58:00, 8, 7
T1_244, 12:59:00, 12:59:00, 7, 8
T1_244, 13:01:00, 13:01:00, 4, 9
T1_244, 13:02:00, 13:02:00, 1, 10
T1_244, 13:04:00, 13:04:00, 28, 11
T1_244, 13:05:00, 13:05:00, 27, 12
T1_244, 13:06:00, 13:06:00, 26, 13
T1_244, 13:08:00, 13:08:00, 24, 14
T1_244, 13:08:00, 13:08:00, 18, 15
T1_244, 13:10:00, 13:10:00, 19, 16
T1_245, 13:00:00, 13:00:00, 19, 1
T1_245, 13:01:00, 13:01:00, 16, 2
T1_245, 13:02:00, 13:02:00, 14, 3
T1_245, 13:04:00, 13:04:00, 12, 4
T1_245, 13:05:00, 13:05:00, 11, 5
T1_245, 13:06:00, 13:06:00, 9, 6
T1_245, 13:08:00, 13:08:00, 8, 7
T1_245, 13:09:00, 13:09:00, 7, 8
T1_245, 13:11:00, 13:11:00, 4, 9
T1_245, 13:12:00, 13:12:00, 1, 10
T1_245, 13:14:00, 13:14:00, 28, 11
T1_245, 13:15:00, 13:15:00, 27, 12
T1_245, 13:16:00, 13:16:00, 26, 13
T1_245, 13:18:00, 13:18:00, 24, 14
T1_245, 13:18:00, 13:18:00, 18, 15
T1_245, 13:20:00, 13:20:00, 19, 16
T1_246, 13:10:00, 13:10:00, 19, 1
T1_246, 13:11:00, 13:11:00, 16, 2
T1_246, 13:12:00, 13:12:00, 14, 3
T1_246, 13:14:00, 13:14:00, 12, 4
T1_246, 13:15:00, 13:15:00, 11, 5
T1_246, 13:16:00, 13:16:00, 9, 6
T1_246, 13:18:00, 13:18:00, 8, 7
T1_246, 13:19:00, 13:19:00, 7, 8
T1_246, 13:21:00, 13:21:00, 4, 9
T1_246, 13:22:00, 13:22:00, 1, 10
T1_246, 13:24:00, 13:24:00, 28, 11
T1_246, 13:25:00, 13:25:00, 27, 12
T1_246, 13:26:00, 13:26:00, 26, 13
T1_246, 13:28:00, 13:28:00, 24, 14
T1_246, 13:28:00, 13:28:00, 18, 15
T1_246, 13:30:00, 13:30:00, 19, 16
T1_247, 13:20:00, 13:20:00, 19, 1
T1_247, 13:21:00, 13:21:00, 16, 2
T1_247, 13:22:00, 13:22:00, 14, 3
T1_247, 13:24:00, 13:24:00, 12, 4
T1_247, 13:25:00, 13:25:00, 11, 5
T1_247, 13:26:00, 13:26:00, 9, 6
T1_247, 13:28:00, 13:28:00, 8, 7
T1_247, 13:29:00, 13:29:00, 7, 8
T1_247, 13:31:00, 13:31:00, 4, 9
T1_247, 13:32:00, 13:32:00, 1, 10
T1_247, 13:34:00, 13:34:00, 28, 11
T1_247, 13:35:00, 13:35:00, 27, 12
T1_247, 13:36:00, 13:36:00, 26, 13
T1_247, 13:38:00, 13:38:00, 24, 14
T1_247, 13:38:00, 13:38:00, 18, 15
T1_247, 13:40:00, 13:40:00, 19, 16
T1_248, 13:30:00, 13:30:00, 19, 1
T1_248, 13:31:00, 13:31:00, 16, 2
T1_248, 13:32:00, 13:32:00, 14, 3
T1_248, 13:34:00, 13:34:00, 12, 4
T1_248, 13:35:00, 13:35:00, 11, 5
T1_248, 13:36:00, 13:36:00, 9, 6
T1_248, 13:38:00, 13:38:00, 8, 7
T1_248, 13:39:00, 13:39:00, 7, 8
T1_248, 13:41:00, 13:41:00, 4, 9
T1_248, 13:42:00, 13:42:00, 1, 10
T1_248, 13:44:00, 13:44:00, 28, 11
T1_248, 13:45:00, 13:45:00, 27, 12
T1_248, 13:46:00, 13:46:00, 26, 13
T1_248, 13:48:00, 13:48:00, 24, 14
T1_248, 13:48:00, 13:48:00, 18, 15
T1_248, 13:50:00, 13:50:00, 19, 16
T1_249, 13:40:00, 13:40:00, 19, 1
T1_249, 13:41:00, 13:41:00, 16, 2
T1_249, 13:42:00, 13:42:00, 14, 3
T1_249, 13:44:00, 13:44:00, 12, 4
T1_249, 13:45:00, 13:45:00, 11, 5
T1_249, 13:46:00, 13:46:00, 9, 6
T1_249, 13:48:00, 13:48:00, 8, 7
T1_249, 13:49:00, 13:49:00, 7, 8
T1_249, 13:51:00, 13:51:00, 4, 9
T1_249, 13:52:00, 13:52:00, 1, 10
T1_249, 13:54:00, 13:54:00, 28, 11
T1_249, 13:55:00, 13:55:00, 27, 12
T1_249, 13:56:00, 13:56:00, 26, 13
T1_249, 13:58:00, 13:58:00, 24, 14
T1_249, 13:58:00, 13:58:00, 18, 15
T1_249, 14:00:00, 14:00:00, 19, 16
T1_250, 13:50:00, 13:50:00, 19, 1
T1_250, 13:51:00, 13:51:00, 16, 2
T1_250, 13:52:00, 13:52:00, 14, 3
T1_250, 13:54:00, 13:54:00, 12, 4
T1_250, 13:55:00, 13:55:00, 11, 5
T1_250, 13:56:00, 13:56:00, 9, 6
T1_250, 13:58:00, 13:58:00, 8, 7
T1_250, 13:59:00, 13:59:00, 7, 8
T1_250, 14:01:00, 14:01:00, 4, 9
T1_250, 14:02:00, 14:02:00, 1, 10
T1_250, 14:04:00, 14:04:00, 28, 11
T1_250, 14:05:00, 14:05:00, 27, 12
T1_250, 14:06:00, 14:06:00, 26, 13
T1_250, 14:08:00, 14:08:00, 24, 14
T1_250, 14:08:00, 14:08:00, 18, 15
T1_250, 14:10:00, 14:10:00, 19, 16
T1_251, 14:00:00, 14:00:00, 19, 1
T1_251, 14:01:00, 14:01:00, 16, 2
T1_251, 14:02:00, 14:02:00, 14, 3
T1_251, 14:04:00, 14:04:00, 12, 4
T1_251, 14:05:00, 14:05:00, 11, 5
T1_251, 14:06:00, 14:06:00, 9, 6
T1_251, 14:08:00, 14:08:00, 8, 7
T1_251, 14:09:00, 14:09:00, 7, 8
T1_251, 14:11:00, 14:11:00, 4, 9
T1_251, 14:12:00, 14:12:00, 1, 10
T1_251, 14:14:00, 14:14:00, 28, 11
T1_251, 14:15:00, 14:15:00, 27, 12
T1_251, 14:16:00, 14:16:00, 26, 13
T1_251, 14:18:00, 14:18:00, 24, 14
T1_251, 14:18:00, 14:18:00, 18, 15
